Accident_ID,Date,Time_of_Day,Weather,Road_Condition,Vehicle_Density,Avg_Speed,Driver_Distraction,Traffic_Signal_Status,Vehicles_Involved,Casualties,Claim_Amount,Claim_Severity
3729,2023-04-09 00:00:00,Morning,Clear,Dry,28,42,None,Working,1,3,729093,Low
1303,2025-07-29 00:00:00,Morning,Clear,Dry,18,112,Phone,Working,5,7,555706,Medium
3079,2025-11-12 00:00:00,Morning,Clear,Wet,76,110,Other,Working,2,0,191905,Medium
4521,2023-11-02 00:00:00,Night,Clear,Wet,44,44,None,Working,2,3,214757,Low
2154,2024-03-17 00:00:00,Night,Fog,Wet,45,100,Other,Working,4,2,318558,Medium
3829,2023-05-26 00:00:00,Night,Clear,Dry,10,22,Fatigue,Working,5,9,620170,Low
2101,2023-08-28 00:00:00,Night,Clear,Dry,51,50,Other,Working,4,9,21665,Medium
3512,2023-08-19 00:00:00,Morning,Rain,Water-logged,107,24,None,Working,3,8,995592,Medium
3085,2025-07-22 00:00:00,Evening,Rain,Dry,92,85,Phone,Working,1,2,507140,Medium
4430,2023-04-22 00:00:00,Evening,Fog,Dry,110,50,Phone,Working,5,6,432459,High
893,2024-07-23 00:00:00,Night,Clear,Wet,17,93,None,Working,4,5,674770,Medium
4623,2025-06-29 00:00:00,Morning,Clear,Dry,91,103,Fatigue,Working,2,9,714770,High
1884,2025-01-27 00:00:00,Evening,Clear,Dry,18,44,None,Working,1,6,152345,Low
4132,2025-09-19 00:00:00,Morning,Rain,Dry,95,45,None,Working,1,7,577161,Medium
4520,2025-07-07 00:00:00,Morning,Clear,Dry,64,118,Fatigue,Working,4,0,895497,Medium
128,2024-04-12 00:00:00,Night,Clear,Wet,37,63,Phone,Blinking,5,6,832994,Medium
699,2023-08-16 00:00:00,Morning,Haze,Wet,11,57,None,Blinking,4,4,528538,Medium
4318,2024-02-25 00:00:00,Morning,Clear,Dry,12,90,Other,Not Working,2,4,26964,Medium
2196,2024-08-03 00:00:00,Afternoon,Clear,Dry,104,34,None,Working,4,3,932918,Low
64,2023-01-24 00:00:00,Afternoon,Clear,Dry,111,107,Other,Working,4,7,970006,High
850,2023-05-31 00:00:00,Evening,Clear,Dry,82,94,Other,Working,1,2,308046,Medium
634,2025-05-03 00:00:00,Evening,Clear,Dry,23,41,None,Working,4,0,19968,Low
3572,2025-08-14 00:00:00,Evening,Clear,Dry,98,70,Fatigue,Not Working,3,0,164066,Low
3286,2025-10-31 00:00:00,Morning,Fog,Damaged,56,107,Phone,Working,5,2,944692,Medium
1121,2023-05-11 00:00:00,Night,Clear,Wet,27,63,None,Working,5,2,981526,Low
2370,2025-02-02 00:00:00,Evening,Haze,Wet,84,36,None,Working,5,3,581754,Low
4429,2025-06-26 00:00:00,Morning,Clear,Dry,14,96,Phone,Working,4,0,383580,Medium
2151,2024-05-17 00:00:00,Afternoon,Rain,Dry,61,55,None,Working,1,1,649813,Medium
2288,2023-07-18 00:00:00,Afternoon,Clear,Dry,35,32,Fatigue,Working,4,8,589503,Medium
15,2024-06-29 00:00:00,Morning,Clear,Dry,92,61,None,Working,4,9,533772,Medium
378,2023-01-05 00:00:00,Morning,Clear,Dry,53,39,Fatigue,Working,5,1,553754,Low
560,2023-09-13 00:00:00,Evening,Rain,Damaged,45,37,Other,Not Working,4,1,459251,Low
2541,2025-12-17 00:00:00,Evening,Clear,Dry,12,53,None,Working,1,6,585596,Medium
2617,2023-01-06 00:00:00,Afternoon,Clear,Dry,104,45,Fatigue,Not Working,2,2,492327,Medium
2884,2024-05-29 00:00:00,Morning,Fog,Dry,72,92,None,Working,1,1,673324,Medium
375,2024-05-22 00:00:00,Morning,Clear,Damaged,19,44,None,Working,4,9,341189,Medium
2889,2024-06-08 00:00:00,Night,Clear,Damaged,119,74,Other,Working,2,4,527510,High
1870,2023-08-18 00:00:00,Evening,Haze,Wet,85,109,Fatigue,Blinking,3,0,770880,Medium
3482,2025-04-10 00:00:00,Evening,Clear,Dry,109,85,Phone,Working,4,7,341784,High
1500,2024-05-12 00:00:00,Night,Rain,Damaged,50,46,Fatigue,Working,2,4,656555,Medium
385,2025-06-11 00:00:00,Evening,Rain,Water-logged,33,82,Fatigue,Working,5,9,696222,High
4683,2023-06-11 00:00:00,Night,Clear,Wet,105,114,None,Blinking,3,5,811370,Medium
3055,2025-09-10 00:00:00,Evening,Fog,Dry,114,82,Other,Blinking,1,9,187139,High
2114,2023-10-13 00:00:00,Night,Clear,Wet,117,63,None,Working,4,3,526217,Medium
4649,2023-01-12 00:00:00,Night,Rain,Wet,89,51,None,Blinking,1,8,460401,Medium
2241,2024-04-02 00:00:00,Evening,Fog,Dry,84,25,None,Blinking,1,7,533273,Medium
1803,2023-04-29 00:00:00,Afternoon,Clear,Dry,57,116,None,Blinking,4,1,696402,Low
2382,2023-06-14 00:00:00,Night,Clear,Dry,106,96,Phone,Working,1,4,930997,Medium
3066,2024-08-14 00:00:00,Afternoon,Clear,Wet,57,98,None,Working,1,4,873005,Medium
2407,2025-11-27 00:00:00,Afternoon,Rain,Dry,75,73,None,Working,4,7,818088,High
4369,2024-05-04 00:00:00,Morning,Rain,Damaged,39,44,Fatigue,Not Working,2,9,776212,High
3843,2023-01-14 00:00:00,Afternoon,Clear,Dry,35,106,Other,Working,4,2,306272,Medium
2793,2024-06-26 00:00:00,Evening,Clear,Wet,84,38,Other,Working,5,1,82333,Medium
4804,2025-02-19 00:00:00,Morning,Rain,Dry,25,48,Phone,Working,1,8,752260,Medium
2579,2024-09-30 00:00:00,Afternoon,Haze,Dry,102,70,None,Working,5,2,473196,Medium
1649,2023-03-08 00:00:00,Evening,Rain,Dry,47,38,Phone,Working,4,6,200909,Medium
2445,2024-07-29 00:00:00,Afternoon,Clear,Dry,27,22,None,Working,4,7,19104,Low
4027,2023-09-13 00:00:00,Afternoon,Rain,Wet,68,107,Phone,Working,5,5,533849,High
3018,2025-05-04 00:00:00,Afternoon,Rain,Dry,51,77,None,Working,1,6,249665,Medium
2748,2023-09-07 00:00:00,Morning,Rain,Wet,74,43,None,Working,2,1,554228,Medium
3733,2025-10-11 00:00:00,Afternoon,Clear,Damaged,11,96,Fatigue,Not Working,5,3,440240,Medium
2082,2025-11-13 00:00:00,Morning,Rain,Wet,105,99,None,Working,1,3,266102,Medium
1594,2025-06-11 00:00:00,Morning,Fog,Dry,12,106,None,Working,2,7,72541,Medium
3369,2023-04-16 00:00:00,Morning,Rain,Wet,36,35,None,Not Working,4,6,334260,Medium
2259,2024-07-15 00:00:00,Afternoon,Rain,Dry,107,92,Phone,Working,5,4,850660,High
4796,2023-10-17 00:00:00,Afternoon,Rain,Wet,109,23,Fatigue,Working,3,5,55064,Medium
3668,2024-01-06 00:00:00,Morning,Clear,Dry,82,41,None,Working,3,0,93238,Low
78,2025-07-17 00:00:00,Morning,Clear,Dry,51,20,None,Not Working,2,6,562090,Low
2882,2025-10-25 00:00:00,Night,Clear,Wet,109,44,None,Working,3,0,496239,Low
4567,2024-02-23 00:00:00,Afternoon,Rain,Damaged,103,41,None,Working,3,6,720110,Medium
4999,2024-09-03 00:00:00,Night,Clear,Wet,44,88,None,Blinking,3,6,736115,Medium
1427,2024-08-17 00:00:00,Morning,Haze,Dry,27,37,Phone,Working,5,0,356505,Low
314,2023-09-16 00:00:00,Night,Haze,Dry,97,83,Fatigue,Working,1,7,928861,High
4263,2023-08-22 00:00:00,Afternoon,Rain,Dry,81,64,Fatigue,Not Working,5,1,307221,Medium
3330,2023-02-28 00:00:00,Evening,Clear,Damaged,99,75,None,Working,4,7,419457,Medium
4508,2025-03-14 00:00:00,Morning,Rain,Dry,112,105,None,Blinking,4,6,523751,High
268,2023-08-02 00:00:00,Evening,Clear,Dry,51,88,Phone,Working,1,9,141695,High
4472,2024-01-28 00:00:00,Night,Rain,Damaged,44,22,Phone,Not Working,5,8,509926,Medium
3950,2023-10-25 00:00:00,Morning,Rain,Water-logged,18,81,Other,Not Working,1,4,485346,Medium
3876,2024-10-01 00:00:00,Afternoon,Clear,Dry,32,118,Phone,Not Working,4,6,14250,High
1493,2023-08-28 00:00:00,Morning,Clear,Dry,46,59,Phone,Working,4,4,897025,Low
1598,2023-01-02 00:00:00,Morning,Clear,Dry,16,98,Fatigue,Not Working,3,6,243326,Medium
1894,2024-08-17 00:00:00,Morning,Clear,Dry,110,99,Phone,Not Working,5,5,742158,High
3800,2023-10-15 00:00:00,Evening,Clear,Wet,45,94,Other,Working,5,2,219020,Medium
4505,2023-08-12 00:00:00,Afternoon,Clear,Dry,99,118,None,Working,1,7,735753,High
1603,2023-08-27 00:00:00,Morning,Clear,Water-logged,33,54,None,Working,5,0,6823,Low
2823,2024-05-17 00:00:00,Evening,Clear,Dry,50,88,Fatigue,Working,2,5,519219,Medium
3548,2025-09-26 00:00:00,Afternoon,Clear,Dry,77,98,Phone,Working,1,3,179249,Medium
20,2024-12-07 00:00:00,Afternoon,Fog,Dry,58,107,None,Working,2,5,290543,Medium
880,2023-12-01 00:00:00,Morning,Clear,Water-logged,71,89,Other,Working,3,7,962807,High
2558,2025-06-01 00:00:00,Afternoon,Clear,Wet,16,80,Phone,Working,2,5,116467,Medium
4176,2025-03-22 00:00:00,Night,Clear,Water-logged,71,112,None,Working,4,6,13735,Medium
1325,2024-05-16 00:00:00,Night,Clear,Water-logged,60,68,Phone,Working,4,4,134976,Medium
3845,2023-10-24 00:00:00,Morning,Clear,Dry,117,108,Other,Working,3,6,403628,High
3818,2023-09-06 00:00:00,Night,Clear,Dry,85,74,None,Not Working,3,6,685506,Medium
3643,2025-12-13 00:00:00,Afternoon,Clear,Wet,38,79,Other,Working,4,8,466176,High
835,2023-03-19 00:00:00,Afternoon,Rain,Dry,59,115,Fatigue,Working,3,9,514404,High
991,2023-10-25 00:00:00,Evening,Clear,Wet,87,91,Phone,Working,2,9,450294,High
3725,2023-10-12 00:00:00,Afternoon,Fog,Water-logged,111,21,Phone,Blinking,2,2,364584,Medium
3719,2023-04-10 00:00:00,Afternoon,Fog,Dry,101,37,None,Working,1,4,931537,Medium
41,2025-12-13 00:00:00,Morning,Rain,Water-logged,27,32,Fatigue,Working,4,9,490641,Medium
2721,2024-02-06 00:00:00,Night,Rain,Dry,23,73,Phone,Blinking,3,5,526387,Medium
4952,2023-03-21 00:00:00,Morning,Rain,Dry,65,87,Other,Working,1,9,377396,High
4316,2024-03-18 00:00:00,Morning,Clear,Wet,42,118,Fatigue,Working,5,9,605239,High
3760,2023-02-21 00:00:00,Night,Clear,Dry,44,39,Phone,Working,3,8,509419,Medium
4232,2024-09-21 00:00:00,Evening,Clear,Wet,105,101,Phone,Working,5,6,67751,High
845,2023-02-11 00:00:00,Morning,Fog,Dry,18,36,Fatigue,Working,4,2,483283,Low
619,2025-05-27 00:00:00,Night,Rain,Dry,79,93,Phone,Working,4,4,616713,Medium
4948,2023-01-25 00:00:00,Evening,Clear,Dry,41,75,None,Working,2,6,198608,Low
4411,2023-06-14 00:00:00,Morning,Clear,Dry,24,117,Phone,Blinking,5,7,310712,Medium
429,2023-11-22 00:00:00,Afternoon,Rain,Dry,62,104,Fatigue,Working,2,5,510154,High
3423,2024-03-13 00:00:00,Evening,Clear,Wet,92,30,Other,Not Working,2,8,678484,Medium
4880,2024-09-28 00:00:00,Night,Rain,Dry,87,24,None,Working,3,6,354884,Medium
1765,2023-08-18 00:00:00,Morning,Rain,Dry,55,24,Phone,Working,1,1,757052,Low
1634,2024-07-06 00:00:00,Evening,Clear,Water-logged,114,116,Phone,Blinking,4,3,504501,Medium
4930,2025-03-05 00:00:00,Night,Fog,Dry,66,100,None,Working,3,5,326907,Medium
4094,2024-05-26 00:00:00,Night,Rain,Damaged,83,30,None,Blinking,5,9,165057,Medium
1204,2023-10-20 00:00:00,Afternoon,Rain,Wet,47,54,None,Working,1,7,358465,Medium
4885,2023-06-01 00:00:00,Morning,Clear,Dry,71,88,None,Blinking,3,1,226755,Medium
643,2023-06-19 00:00:00,Morning,Clear,Dry,38,49,None,Working,5,6,440797,Low
3250,2024-11-11 00:00:00,Evening,Rain,Dry,32,102,Phone,Working,1,2,818421,Medium
1628,2025-05-09 00:00:00,Evening,Rain,Dry,76,65,Phone,Not Working,5,8,667270,High
865,2025-08-31 00:00:00,Afternoon,Rain,Dry,104,113,Phone,Working,4,1,360208,Medium
3189,2023-06-19 00:00:00,Night,Clear,Damaged,108,30,Phone,Working,2,3,199124,Medium
1217,2024-01-16 00:00:00,Morning,Clear,Dry,36,86,Phone,Working,4,1,792528,Medium
109,2024-09-14 00:00:00,Morning,Rain,Dry,10,21,None,Working,3,6,716760,Medium
3144,2025-04-15 00:00:00,Evening,Clear,Dry,68,63,Phone,Working,5,1,278835,Low
3457,2023-08-13 00:00:00,Evening,Rain,Dry,80,23,Phone,Blinking,2,9,280935,High
2684,2023-03-11 00:00:00,Afternoon,Clear,Dry,96,75,None,Working,1,3,209012,Medium
4420,2023-08-22 00:00:00,Morning,Clear,Dry,41,87,None,Working,5,4,209474,Medium
529,2024-05-24 00:00:00,Morning,Clear,Water-logged,78,111,None,Blinking,5,3,26755,Medium
4835,2025-09-05 00:00:00,Evening,Clear,Wet,10,87,None,Working,2,0,535446,Low
1759,2024-11-18 00:00:00,Morning,Haze,Water-logged,116,79,Phone,Working,4,0,90401,Medium
1323,2024-12-01 00:00:00,Night,Clear,Dry,45,101,None,Working,5,1,748342,Low
2893,2024-04-13 00:00:00,Evening,Fog,Dry,105,72,Phone,Blinking,1,0,338796,Medium
493,2025-10-17 00:00:00,Afternoon,Rain,Dry,67,22,Fatigue,Working,5,0,527383,Low
2526,2025-07-26 00:00:00,Afternoon,Rain,Dry,73,43,None,Working,1,5,982259,Medium
2193,2023-04-20 00:00:00,Evening,Clear,Water-logged,60,67,None,Working,4,3,950471,Medium
3400,2025-01-08 00:00:00,Evening,Haze,Dry,48,50,None,Working,5,6,846320,Medium
2198,2024-11-23 00:00:00,Night,Rain,Dry,40,46,Phone,Not Working,3,6,532667,Medium
799,2024-03-25 00:00:00,Evening,Haze,Wet,13,61,Phone,Working,3,0,526549,Low
791,2025-06-02 00:00:00,Morning,Clear,Wet,15,47,None,Not Working,3,7,487149,Medium
1460,2024-09-04 00:00:00,Evening,Clear,Water-logged,76,112,None,Working,2,4,136613,Medium
4397,2025-05-24 00:00:00,Afternoon,Clear,Water-logged,13,42,None,Blinking,1,1,82062,Low
2886,2023-08-16 00:00:00,Night,Fog,Dry,76,67,None,Working,4,6,295432,Medium
2722,2024-12-11 00:00:00,Evening,Haze,Dry,11,30,Fatigue,Working,5,0,807610,Low
194,2023-07-22 00:00:00,Evening,Haze,Water-logged,15,82,Phone,Working,5,5,50601,Medium
3385,2024-04-21 00:00:00,Morning,Clear,Dry,70,58,None,Not Working,1,8,786156,Medium
3313,2023-11-30 00:00:00,Evening,Clear,Dry,31,108,None,Working,4,3,164484,Medium
1432,2025-10-13 00:00:00,Evening,Haze,Wet,92,91,Other,Working,4,5,630971,High
2394,2024-04-06 00:00:00,Morning,Clear,Water-logged,75,31,Fatigue,Working,4,5,751009,Medium
3985,2024-04-17 00:00:00,Night,Clear,Damaged,90,43,Fatigue,Working,2,7,409844,Medium
2077,2025-03-15 00:00:00,Morning,Rain,Dry,18,47,None,Working,2,4,880589,Low
2494,2023-10-18 00:00:00,Afternoon,Rain,Dry,33,118,Phone,Working,2,7,194100,High
4839,2025-01-15 00:00:00,Morning,Rain,Dry,62,106,Fatigue,Not Working,5,7,943991,High
3434,2023-05-12 00:00:00,Afternoon,Fog,Dry,82,113,None,Working,1,1,450958,Medium
2441,2025-09-27 00:00:00,Evening,Rain,Wet,56,85,Other,Working,2,9,794906,High
1071,2023-10-22 00:00:00,Afternoon,Haze,Dry,91,58,None,Working,2,9,244432,High
270,2023-08-10 00:00:00,Afternoon,Clear,Dry,85,87,None,Not Working,2,3,156665,Medium
4562,2025-07-13 00:00:00,Afternoon,Clear,Dry,48,110,None,Working,4,6,918506,Medium
342,2025-07-15 00:00:00,Afternoon,Haze,Dry,45,24,Fatigue,Working,4,1,953052,Low
4422,2025-02-17 00:00:00,Night,Clear,Dry,47,115,None,Working,5,1,682720,Low
821,2024-03-27 00:00:00,Night,Fog,Dry,53,108,Other,Working,3,2,102975,Medium
4538,2023-07-09 00:00:00,Evening,Rain,Dry,98,67,Phone,Working,5,0,341251,Medium
4179,2023-02-12 00:00:00,Afternoon,Rain,Dry,101,114,None,Working,2,1,318999,Medium
4393,2025-10-26 00:00:00,Evening,Clear,Dry,100,27,Phone,Working,3,6,776512,Medium
4617,2023-10-06 00:00:00,Night,Rain,Dry,23,76,Other,Not Working,1,5,139536,Medium
2877,2025-01-08 00:00:00,Afternoon,Rain,Wet,19,51,Phone,Working,4,0,406293,Low
3337,2023-01-28 00:00:00,Night,Haze,Water-logged,20,84,None,Working,2,2,256633,Medium
3732,2023-12-15 00:00:00,Night,Rain,Dry,28,75,Phone,Not Working,4,7,290934,Medium
1942,2024-05-24 00:00:00,Afternoon,Fog,Dry,45,112,None,Working,5,6,517267,High
4946,2024-01-08 00:00:00,Night,Clear,Damaged,20,45,Phone,Blinking,3,2,199347,Low
628,2024-01-22 00:00:00,Evening,Clear,Dry,32,86,Phone,Working,3,1,150482,Low
2093,2023-12-23 00:00:00,Morning,Rain,Dry,84,23,None,Not Working,2,7,878035,Medium
2069,2024-02-23 00:00:00,Morning,Clear,Water-logged,107,113,None,Working,1,5,696266,High
4982,2023-01-21 00:00:00,Morning,Rain,Dry,105,46,Fatigue,Working,4,2,738211,Medium
3201,2024-10-14 00:00:00,Evening,Clear,Dry,37,34,Phone,Working,5,9,85853,Medium
4525,2024-07-17 00:00:00,Night,Clear,Dry,70,106,Phone,Working,5,9,978479,High
4462,2023-08-25 00:00:00,Evening,Clear,Wet,12,71,None,Working,1,2,783599,Low
2995,2024-09-23 00:00:00,Morning,Clear,Dry,104,35,Phone,Not Working,3,0,219224,Low
271,2023-04-01 00:00:00,Night,Clear,Dry,50,68,Phone,Not Working,4,8,97703,Medium
4987,2024-04-06 00:00:00,Evening,Clear,Wet,115,37,Other,Working,5,6,441718,Medium
1976,2025-12-29 00:00:00,Night,Clear,Water-logged,38,79,Other,Working,1,0,21456,Low
4266,2024-08-18 00:00:00,Afternoon,Clear,Dry,94,38,None,Not Working,2,9,579787,Medium
4323,2024-06-23 00:00:00,Evening,Rain,Wet,42,83,Phone,Working,3,7,506733,High
1197,2023-10-19 00:00:00,Night,Clear,Wet,22,84,Phone,Working,4,0,10976,Low
3944,2023-02-14 00:00:00,Afternoon,Haze,Dry,36,43,Phone,Working,4,5,555522,Medium
2037,2023-11-06 00:00:00,Morning,Clear,Dry,20,42,Fatigue,Working,4,4,636379,Low
2004,2025-12-31 00:00:00,Morning,Rain,Wet,18,29,None,Not Working,3,8,231785,Medium
2402,2025-11-08 00:00:00,Morning,Rain,Dry,78,97,Phone,Working,4,2,550687,Medium
1510,2023-10-29 00:00:00,Evening,Rain,Dry,111,50,Fatigue,Working,5,0,894078,Medium
4016,2024-10-16 00:00:00,Afternoon,Clear,Dry,96,68,Other,Not Working,3,2,242807,Medium
2960,2025-01-17 00:00:00,Night,Clear,Damaged,106,68,None,Working,2,1,970842,Medium
1417,2024-03-02 00:00:00,Morning,Clear,Water-logged,85,95,None,Working,4,3,723054,Medium
1354,2023-08-08 00:00:00,Evening,Rain,Dry,96,73,Phone,Working,3,0,517444,Medium
4041,2023-06-17 00:00:00,Night,Clear,Dry,84,51,Other,Working,2,4,825344,Medium
3097,2024-09-14 00:00:00,Night,Clear,Dry,116,70,Phone,Working,3,4,198480,Medium
3654,2024-05-09 00:00:00,Morning,Rain,Dry,108,42,None,Blinking,1,2,803110,Medium
1577,2024-03-04 00:00:00,Morning,Haze,Wet,67,105,None,Blinking,1,2,535909,Medium
2141,2023-08-02 00:00:00,Night,Haze,Wet,101,42,None,Working,1,2,573033,Low
1810,2024-04-08 00:00:00,Morning,Clear,Dry,79,74,Other,Working,2,7,597763,Medium
2679,2024-01-06 00:00:00,Morning,Clear,Wet,39,106,Other,Working,1,5,659213,Medium
1472,2023-07-30 00:00:00,Evening,Fog,Dry,72,28,None,Working,3,9,353753,Medium
2848,2024-05-26 00:00:00,Afternoon,Clear,Water-logged,98,76,Phone,Working,2,3,148864,Medium
427,2023-01-09 00:00:00,Afternoon,Haze,Dry,108,57,Other,Not Working,3,6,989749,Medium
1149,2024-09-18 00:00:00,Night,Rain,Water-logged,103,110,None,Blinking,2,5,686988,High
1200,2025-06-01 00:00:00,Morning,Clear,Water-logged,65,96,Fatigue,Blinking,3,6,515500,Medium
2054,2024-10-24 00:00:00,Night,Clear,Wet,96,54,Other,Working,2,9,507540,Medium
4851,2023-09-08 00:00:00,Night,Rain,Wet,87,101,Phone,Working,5,6,289901,High
4580,2024-06-27 00:00:00,Evening,Clear,Dry,62,78,Phone,Blinking,1,9,371500,Medium
4630,2025-02-10 00:00:00,Evening,Clear,Dry,74,98,Phone,Not Working,2,1,777201,Medium
3833,2025-04-13 00:00:00,Night,Rain,Wet,90,52,None,Working,3,1,213147,Medium
1589,2024-11-26 00:00:00,Afternoon,Clear,Wet,93,47,Fatigue,Working,1,0,879970,Low
3290,2024-01-11 00:00:00,Morning,Clear,Dry,40,36,None,Working,4,0,833170,Low
3164,2025-08-26 00:00:00,Evening,Clear,Dry,94,74,Phone,Working,5,8,149470,Medium
3715,2024-05-03 00:00:00,Night,Fog,Dry,69,95,None,Working,3,7,168578,High
1861,2024-02-14 00:00:00,Evening,Clear,Water-logged,107,26,Phone,Working,2,3,90638,Medium
632,2024-09-21 00:00:00,Night,Rain,Wet,81,98,None,Working,4,1,563676,Medium
2853,2023-08-13 00:00:00,Morning,Rain,Water-logged,34,88,None,Working,5,0,920184,Medium
1850,2025-05-03 00:00:00,Evening,Clear,Damaged,42,58,None,Working,5,5,442663,Low
4760,2024-01-09 00:00:00,Night,Rain,Dry,106,29,None,Working,2,4,491252,Medium
380,2023-10-01 00:00:00,Afternoon,Clear,Wet,82,37,Phone,Blinking,3,2,637000,Low
4989,2023-10-25 00:00:00,Evening,Clear,Wet,85,104,Phone,Working,3,1,278687,Medium
3916,2023-01-22 00:00:00,Afternoon,Clear,Wet,74,111,Phone,Working,4,5,265388,Medium
4107,2025-10-24 00:00:00,Night,Clear,Dry,109,49,Phone,Working,1,5,660320,Medium
642,2024-05-22 00:00:00,Afternoon,Fog,Water-logged,113,59,None,Working,5,4,578832,Medium
4464,2023-08-13 00:00:00,Morning,Clear,Dry,91,76,Phone,Not Working,5,9,103427,High
948,2023-02-14 00:00:00,Night,Clear,Water-logged,18,37,Phone,Not Working,1,9,466458,Medium
3836,2025-12-23 00:00:00,Afternoon,Clear,Wet,60,37,Phone,Not Working,4,7,270842,Medium
3727,2023-08-11 00:00:00,Morning,Clear,Damaged,39,70,Fatigue,Working,4,1,492227,Low
1987,2025-09-07 00:00:00,Evening,Clear,Dry,106,100,Other,Working,1,4,973199,Medium
3053,2024-11-06 00:00:00,Afternoon,Haze,Damaged,118,26,None,Working,1,6,264894,Medium
4084,2023-07-30 00:00:00,Evening,Rain,Dry,22,113,Other,Working,4,5,796366,Medium
3816,2025-02-04 00:00:00,Evening,Rain,Dry,118,50,None,Not Working,2,8,139284,Medium
3661,2024-07-04 00:00:00,Evening,Clear,Wet,93,21,Phone,Not Working,4,0,33389,Low
3110,2024-04-18 00:00:00,Evening,Rain,Dry,109,25,Phone,Working,5,1,548468,Medium
3571,2024-10-30 00:00:00,Afternoon,Clear,Dry,22,82,Phone,Working,4,0,463166,Low
2472,2023-11-03 00:00:00,Night,Clear,Wet,98,106,Phone,Working,2,0,771771,Medium
495,2025-12-29 00:00:00,Afternoon,Clear,Wet,70,60,Fatigue,Working,2,9,380424,Medium
3321,2023-10-20 00:00:00,Evening,Clear,Wet,85,80,Fatigue,Working,2,5,576923,Medium
4539,2023-02-22 00:00:00,Morning,Clear,Water-logged,113,116,Other,Working,1,6,706393,High
814,2024-05-02 00:00:00,Night,Clear,Wet,74,32,None,Not Working,2,9,357784,Medium
4690,2025-07-16 00:00:00,Night,Fog,Dry,40,31,Phone,Working,4,7,342882,Medium
963,2025-03-05 00:00:00,Morning,Clear,Dry,74,114,None,Working,4,2,34051,Medium
2199,2024-10-02 00:00:00,Evening,Haze,Dry,26,90,None,Not Working,2,6,778921,High
1668,2025-11-23 00:00:00,Night,Rain,Wet,49,91,Fatigue,Working,3,7,155452,High
4571,2025-12-18 00:00:00,Evening,Clear,Dry,46,70,None,Working,4,3,466286,Low
840,2023-07-26 00:00:00,Evening,Rain,Dry,63,48,Other,Working,5,7,477866,Medium
1797,2025-07-27 00:00:00,Evening,Haze,Dry,63,42,Other,Not Working,3,6,335637,Medium
1134,2024-10-06 00:00:00,Morning,Clear,Wet,108,43,Fatigue,Working,1,0,752634,Low
2567,2023-02-08 00:00:00,Morning,Haze,Wet,64,50,Other,Working,2,4,603721,Medium
3808,2024-07-04 00:00:00,Afternoon,Rain,Dry,87,38,Phone,Working,2,7,702388,High
3056,2024-10-03 00:00:00,Night,Clear,Dry,41,26,Fatigue,Not Working,2,3,222475,Low
1473,2023-02-03 00:00:00,Night,Rain,Damaged,53,92,Phone,Working,1,6,112752,Medium
2859,2023-05-03 00:00:00,Morning,Clear,Dry,61,119,None,Working,3,9,580366,High
2673,2023-06-19 00:00:00,Evening,Fog,Dry,112,56,Phone,Not Working,5,3,554592,Medium
234,2023-07-05 00:00:00,Afternoon,Clear,Dry,23,79,None,Working,1,5,981974,Low
4345,2025-03-05 00:00:00,Evening,Clear,Damaged,26,23,Phone,Not Working,3,0,759060,Low
4666,2025-08-30 00:00:00,Evening,Rain,Dry,93,31,None,Working,2,4,316873,Medium
4343,2025-08-21 00:00:00,Night,Fog,Dry,39,91,Other,Working,1,4,699744,Medium
1391,2024-05-13 00:00:00,Morning,Clear,Dry,68,87,Other,Working,4,1,115258,Medium
3168,2025-07-28 00:00:00,Morning,Rain,Dry,17,43,None,Working,2,2,57225,Low
1186,2024-02-13 00:00:00,Night,Fog,Damaged,33,37,None,Blinking,3,0,205650,Low
3586,2023-11-19 00:00:00,Afternoon,Clear,Dry,20,105,None,Working,4,7,15802,Medium
1734,2024-05-10 00:00:00,Afternoon,Clear,Dry,51,48,Other,Not Working,2,6,688488,Medium
